outcome,Otu00001,Otu00002,Otu00003,Otu00004,Otu00005,Otu00007,Otu00008,Otu00009,Otu00010,Otu00011,Otu00012,Otu00014,Otu00015,Otu00016,Otu00017,Otu00019,Otu00021,Otu00025,Otu00028,Otu00034,Otu00035,Otu00036,Otu00040,Otu00042,Otu00050,Otu00051,Otu00075,Otu00091,Otu00117
nondiarrheal_control,0.1868,0.0056,0.001,0,0.0054,0.0414,0.0542,0,0,0.001,0,0,0.0014,0,0,0,0.0104,0.0308,2e-4,8e-4,0.0204,0,0.016,0.0042,0,0.001,0,2e-4,0
nondiarrheal_control,2e-4,0.0438,0.0152,2e-4,2e-4,0.0338,0,0.015,0,0,0,0,0.028,0,0,0,0.1278,0,0.0294,0,0,0,0,0,0,0.0516,0,0.0048,0
nondiarrheal_control,0.0076,0.0446,0.1738,0.0032,0.0804,0.127,0.0034,0.092,0,0.009,0.0052,0,0,0,0,0.0012,0.006,0.0046,0,0,0,4e-4,0,4e-4,2e-4,0,0,0,6e-4
case,0.2352,2e-4,0.098,0,0.0028,0.0744,0.0606,4e-4,0,0,0.0914,0,0.0122,0,0,0,0.0604,0.0016,0.0022,0.008,0,0.0118,0,0.0012,0.0174,0.0108,0,0.0014,0
case,0.1968,0.1786,0.0282,0.0038,0.0058,4e-4,0.0014,0,0.0134,8e-4,0,0,0.0048,0.0042,0,8e-4,0.0098,2e-4,2e-4,0,0,0,8e-4,0.0018,2e-4,0,6e-4,0,0
case,0.0036,0.0942,0.0026,0.0012,0,0.046,4e-4,0.0136,0,0,0,0,0.0022,0,0,0.0052,0,0,0,8e-4,0,0,0,0,4e-4,4e-4,0,0,0
case,4e-4,0,6e-4,2e-4,0.3202,0,2e-4,0.0268,0,0,0,4e-4,0,0,0,0,0,4e-4,0,0,0,0,0,0,0,0,0,0,0
nondiarrheal_control,0.532,0,0,0,2e-4,0,2e-4,0.069,0,0,0,0,0.0346,0,0,0,0.0912,0,2e-4,0,0,0.0162,0,0.0042,0,0.0354,0,0,0
case,0.1002,0,0.1864,0.021,0.2552,0.0248,0.0178,2e-4,8e-4,0.0074,2e-4,0.001,8e-4,0.014,0.003,0,8e-4,0,0,0.0038,0.002,0.0148,0.011,4e-4,0.0026,0,0.002,2e-4,0.0016
case,0.0164,0.0062,2e-4,0.0016,0,0.0302,0.0188,0,0.012,0.003,0.0028,0.0052,6e-4,0.0212,0.0158,8e-4,0,2e-4,0.001,2e-4,0,0.001,0.005,0,0,0,0,0.0028,2e-4
nondiarrheal_control,0.1024,0,0,0.0756,4e-4,0,0.0528,0,0,0.105,0.0468,2e-4,4e-4,0,0,0.0062,2e-4,0.0522,0,0,0,8e-4,0,6e-4,0.002,0,0,0,0.0054
case,0.2476,0,0,0.0728,2e-4,0,0.0138,0.0108,0.138,0,0.024,0,0.1128,0.026,0.1014,0.0552,0,0,0.0032,0.002,0.0012,0.0108,0,0.0774,0,4e-4,0,0.001,2e-4
case,0.0976,0.0678,0,0.0122,0,0.049,0.0206,0,0.1128,0,0.0038,0,6e-4,0.0156,0.0378,0.007,0.001,0.0018,8e-4,0.0016,0.0012,0.002,0.0048,0.0114,8e-4,2e-4,0.002,2e-4,0
case,0,0.1982,0.1782,0,0.0704,0,0,0.0278,0,0,0,0,0,0,0,0,0.1912,0,0,0,0,0,0,0,0,0,0,0,0
case,0.061,0,0.147,0.0604,0,0.0314,0.0366,0.0426,0.1392,0,0,0,0.0138,0.0614,0,0,0,0,0.0034,0.0432,0,0,0,0.0726,0,0.0012,0,0,0.0016
nondiarrheal_control,0.0038,4e-4,0.159,0.0018,0,0.002,8e-4,0.1784,0,0,4e-4,0,0.286,2e-4,6e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nondiarrheal_control,0.0322,0,0.1324,0.013,0.0134,0,0.0924,0.0242,0.097,0,0,0,0.0204,0,0,0,0.0024,0,0.041,0.0296,0,0.0026,0,2e-4,0.014,0.0034,0,0.0018,0
case,0.0038,6e-4,0,0.001,0.0964,2e-4,0.002,6e-4,4e-4,2e-4,0.0044,0,0.09,0.0026,0.0016,0,8e-4,0.0072,0,0.0818,0.0394,0.0024,6e-4,0,0,0.002,0,0.0214,0
case,0.2884,0.002,0,8e-4,2e-4,0,0.0072,0,0.0308,0,0.26,0,0.001,0.1094,0,0,0,0.0018,0,0.0016,8e-4,0,2e-4,0.0034,0,2e-4,4e-4,0,0
case,0,0.065,0,0,2e-4,0,0,0,0,0,0,0,0.0064,0.0584,0,0,0,0.0268,0.0014,0.0108,0.0168,0,0,0,0,0,0.022,6e-4,0
nondiarrheal_control,0.3334,0,0.1058,0.1236,2e-4,0,0.0186,0.012,0,0,0,0,0.0472,0,0.0964,0,0.0068,0,0.0026,0.017,0,0,0,0.0024,0,0.004,0,0,0
case,0.0672,0.0016,0.0206,0.069,0.0322,0.0656,0.089,2e-4,4e-4,0.082,0.0692,0,0.0034,0.038,0,0.1064,0.001,0,0.0014,2e-4,2e-4,0.0368,0,0.0016,0,2e-4,0.0032,4e-4,0
case,0.057,0.1262,0.0102,0.003,2e-4,0.096,0.0018,2e-4,0,0.0046,0.0072,0.0038,0.004,0.0252,0.1724,0.0018,0.0056,2e-4,0.0012,0.0082,0.0016,0,0.0066,6e-4,8e-4,0,0,2e-4,0.0108
case,0.0868,0.2638,0,0.0468,0.0024,0.0786,0.0016,0.0016,0,0,0.053,0.0254,0.0058,0.0042,0,0,0,0.0014,0.0066,0.0042,0.003,0.0104,0,8e-4,0,0,0,0,0
case,0.0118,0.008,0.0018,0.0022,0.0234,0.008,0.0012,4e-4,0.0028,0.0018,0.0032,0.0046,0.0604,0.0046,0.0056,0.0026,0,8e-4,0.008,0.001,0,0.0024,0.0016,0.0036,0,0.003,2e-4,0,0
case,2e-4,0.098,4e-4,0,0.1332,0,0,8e-4,2e-4,0,0,0,0.0064,0,2e-4,0,0.0198,0,0.001,0,0.0338,0,0,0,0,0.0146,0.0034,0.0026,0
case,0,0.0022,8e-4,0.057,0,0.102,0,0.0368,0,0,4e-4,0,0.0056,0.123,2e-4,0,0.003,2e-4,0.0288,0,0,0.0874,0.0048,0,0.0138,0.0022,0,6e-4,0.0024
nondiarrheal_control,0.0692,0.003,0,0.027,0,0.0046,0.0148,0.0104,0,0.0224,0.0116,0.0142,0.0026,0.0138,0.0214,0,8e-4,2e-4,0,0.001,4e-4,0.0018,0.0084,6e-4,0.001,2e-4,4e-4,0.001,0.0014
nondiarrheal_control,2e-4,0.1892,0,0.1172,4e-4,0,0.0444,0,0.0606,0,0.1316,0,0.0016,0,0,0.0018,0.0046,0,0.0014,4e-4,0.0398,4e-4,0,0,0,4e-4,0,0,0
case,0.0154,0.0026,0.2456,0.0032,0.0794,0.002,0.0026,2e-4,2e-4,0.0082,0.0062,0.0038,0.0114,0.0024,0.0022,0,0.0058,0.0404,0.1692,0,0.0078,0.0232,4e-4,2e-4,2e-4,0.0082,0,0,0
case,0.1678,0.0564,2e-4,0.0662,0,0.143,0.0066,0,0,2e-4,2e-4,8e-4,0.006,4e-4,0.0032,0,0,0,0,8e-4,0,0,0.005,0.0012,2e-4,0.0114,0,0,0.0016
case,0.0772,0.0106,0,0.0216,0.0066,4e-4,0.007,0.0238,0,0.0058,0.0074,2e-4,0.1058,0.0236,0.1138,0.0304,4e-4,0,0,0,6e-4,0,0.0044,8e-4,0,0,0,0,2e-4
nondiarrheal_control,0,0.1668,0.0056,2e-4,0.0336,0,0,4e-4,0,0,0,0,0.132,0,0,0,0.1112,0,0,0,0,0,0,0,0,0.0462,0,0,0
nondiarrheal_control,0.1314,0.0026,0,0.0418,0.0108,0.0228,0.0248,2e-4,0,0.07,0.0204,0,0.0076,0.0204,0,0,0.006,0.0038,0.0118,0.0022,0.0014,0.01,0.0054,0.0028,0.0088,4e-4,0,4e-4,0.0064
nondiarrheal_control,4e-4,0,0.0372,0.199,0.102,0.0778,0,0,0,0.0296,0,0,0.0016,0,0,0,2e-4,0.068,0.0012,0,0.0012,0,0,0,0.0048,0,6e-4,0,0.0012
case,0.0438,0.009,4e-4,0.021,0.0014,0.0038,0.0182,0.1572,0,0.0186,0.0084,0.0024,8e-4,0.0582,0.0074,0,0,0.0012,2e-4,0,6e-4,0.0016,0.0044,2e-4,0.0016,0,0.001,2e-4,0.0034
case,0.0074,0.0092,0,0,0.0716,0,0,4e-4,0,0,0,0,0.0104,0,0,0,0,0,0,0.0094,0,0.0112,0,0,0,4e-4,0,0,0
case,0.0028,2e-4,0.4456,0.0018,0.0018,0.0016,0.0014,0.0564,0.0012,0,2e-4,0.0016,0.0568,8e-4,0,4e-4,0,0.001,0,0,4e-4,0,0,0,2e-4,0.0016,4e-4,0.0582,0
nondiarrheal_control,0.2214,0.0788,2e-4,0.0212,0,0.0238,0.0354,0,0,0.018,0.1006,0.1028,2e-4,0.0404,2e-4,0,0.0022,0.0146,4e-4,6e-4,0.0096,0.0026,0.0178,0.002,0.0034,0,0.004,0,4e-4
nondiarrheal_control,2e-4,0.0188,4e-4,0.4182,0.0056,0,0,2e-4,0,0.0954,0,0,0.001,0,0,0.0464,0.0034,0.1096,0.0012,0.0018,0.0074,6e-4,0,0,0.0196,4e-4,0.0012,4e-4,8e-4
nondiarrheal_control,0.0234,0.0026,0,2e-4,0,0,0.0016,0,0,0.0096,0,0,0,0.0038,0,2e-4,0,2e-4,0,0,0.0032,0,0.0014,0,4e-4,0,0.001,0,2e-4
nondiarrheal_control,8e-4,0.047,0.0164,2e-4,0.2084,6e-4,0,0,0,0,6e-4,0,0.0256,0,0,0,0.1398,0,0,2e-4,0.1882,2e-4,4e-4,0,0,0.048,0,0.012,0
nondiarrheal_control,0.002,0.0044,8e-4,0,0,2e-4,8e-4,0.5156,0.0878,2e-4,0,0.0012,0,4e-4,2e-4,0,0,0,0,0,0,0,4e-4,0,0,0,0,0,0
nondiarrheal_control,0.0682,0.0486,0.1854,0.0698,2e-4,0.2482,0.0048,0,0,0,0,0,0.019,0.1434,0,0,0.0184,0,0,0,0,0,0,2e-4,0,0,0,0,0
nondiarrheal_control,0.039,0.335,0,0.0038,0,0,0.0128,0,0,0.0242,0.0138,0.0072,2e-4,0.0064,0,0,0,0.0618,0,0,0.0012,0.0016,0.0138,0,6e-4,0,0.0028,0,2e-4
nondiarrheal_control,0,0.0018,0.0048,0,0.049,0,0.2324,0,0,0.028,0,0,0.0042,0,0.0812,0,8e-4,0.0806,0.0042,0.0048,0.0086,0.0034,0,0,0.0168,0.0014,0.0042,6e-4,0
nondiarrheal_control,0.1326,0,2e-4,0.0076,0,0.0024,0.022,0.0114,0.1224,0.0352,0.0056,0.2248,0.0114,0.0118,2e-4,0.0194,4e-4,0.0156,4e-4,4e-4,0.0038,6e-4,6e-4,0.004,0.0078,8e-4,0.0028,0,0.001
nondiarrheal_control,0.1878,6e-4,0.008,0.0246,0,0.02,0.0774,2e-4,0,0.0468,0.0442,0.028,0.0024,0.0286,0.1342,0.0188,0.0182,0.0388,2e-4,4e-4,0.0108,0.0168,0.0118,0.0024,0.0204,2e-4,0.006,0,0.0058
case,4e-4,0.1906,0.08,2e-4,0.1266,4e-4,0,2e-4,0,0,2e-4,0,0.0112,0,0,0,0,0,0.2254,0,0,0,0,2e-4,0,0.0202,0,0,0
nondiarrheal_control,0.131,6e-4,0.0128,0.0208,0,0.0434,0.1224,0,0,0.0056,0.02,0,0.0128,0,0,0,0,0.0116,2e-4,0.0026,0.0142,0,0.035,0.0168,2e-4,0,6e-4,0,0.0014
nondiarrheal_control,2e-4,0,0,0,0.0042,0,2e-4,0,0,0.0172,0,0,0.0146,0,2e-4,0,0.0442,0,0.0264,0.0018,0.0314,0.0294,0,0,0,0.0118,0,6e-4,0
nondiarrheal_control,0.1112,0.1636,2e-4,0.0088,0,0.0134,0.0054,4e-4,0,0.0398,0.0552,0.0508,0.0016,0.0128,0,0.0026,0.0042,0.0022,8e-4,0.0012,6e-4,0.0192,0.0176,2e-4,0.0182,0.0054,0,2e-4,0.0174
nondiarrheal_control,0.1126,0.018,0.002,0.0166,0,0.0068,0.0194,0,0.1402,0,0.0174,0,0.001,0.0034,6e-4,0.005,0,0,0,0,0,0,0.0052,0.002,0.0156,0.0202,0,0.0022,0.002
case,0.0016,2e-4,0.3486,8e-4,0,2e-4,0.0012,4e-4,0.032,0,0,0,0,0,0,0.0072,0,2e-4,0,0,0,0,0,0,0,0.0012,0,0,0
case,0,0.203,0.0052,0.0108,0.0198,0.0846,0.0528,0.0016,0,0,0,0,0.0206,0.0536,0,0,0.0248,0,0.016,0.0072,0.001,0,0,0,0,0.0012,0.0024,0,0
case,2e-4,0.1042,0.3274,0,0.0396,8e-4,0.001,0.02,0,0,0.001,2e-4,4e-4,0,2e-4,0,0.0032,0,0,0,0,2e-4,0,0,0,0,0,0,2e-4
case,0.3922,0.09,8e-4,0.0022,6e-4,0.243,0.0018,0.024,0,2e-4,0.0044,4e-4,0.001,0.001,2e-4,0.0034,0.026,4e-4,2e-4,2e-4,0,6e-4,2e-4,0.005,0.0012,0,4e-4,0,4e-4
case,0.0136,0.516,0.0166,0.0062,0.0014,0.0032,0.002,0.0012,0.003,0.0046,0.0034,0.006,0.023,0.0028,8e-4,4e-4,0.0372,0.0018,0.0026,0.0014,4e-4,0,2e-4,0,0.0204,0.0096,0.0012,0.0014,0
case,4e-4,0.1668,0.0294,0,0,0,0,0.1528,0,2e-4,0,0,0.2044,0,0,0,0,0,0,0,0,0,0,0,0,0.0498,0,0,0
case,4e-4,0.276,0,0,0,0,0,0,0,0,0,0,0.0244,0,0,0,0.0178,2e-4,0.0234,0.024,0.011,2e-4,0,0,0.0014,0.0084,0,0.002,4e-4
case,2e-4,4e-4,0.005,0,0.09,0.3144,0,4e-4,0,0,0,0,0.005,0,0,0,8e-4,0.044,0.045,0,0,0.0188,0,0,0,0.0018,0,0.0164,0
case,0,2e-4,0,0,0.0214,0.3208,0,0.0098,0,2e-4,2e-4,0,0.0134,0,0,0,0,0,0.1814,0,0,0,0,0,0.003,0.0024,0,0,0
case,0.134,0.0606,4e-4,0.0302,4e-4,0.0266,0,0,0,0.0012,0,0,0.0016,0.0396,0.0182,0.0454,0.0082,0.0036,8e-4,8e-4,0.002,0,0.013,8e-4,0.0026,2e-4,0.0042,6e-4,4e-4
nondiarrheal_control,0.0016,4e-4,0.03,0.001,0.2038,2e-4,0,0.3694,0,0,0,0,0,0,0,2e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
nondiarrheal_control,0.161,0,0.05,0.1218,0.0022,0,0.2106,0.1058,0,0,2e-4,0,0,0,0,0,0,0,2e-4,0,0,0,0,0.0024,0,0,0,0,0
nondiarrheal_control,0.2412,2e-4,2e-4,0.1418,0.0062,0.0186,0.0498,4e-4,0.0136,0.0322,0.0156,0,0.0032,0.0044,0.0336,0.0654,4e-4,0.0146,0,0.0028,0.0286,0,0.0058,8e-4,6e-4,0,0.0012,6e-4,6e-4
nondiarrheal_control,0.2872,0,0,0.1978,0,0,0,0.005,0,0.0156,0,0,0,2e-4,0,0,0.0316,0,0,0,0,0.0018,0,0.0032,0,0.0044,0,0,0
nondiarrheal_control,0.134,0.0396,4e-4,0,0.0246,0.0088,0,0,0,0.0438,0,0,0.002,0,0,0,0.002,0.0192,0,0,0.006,0.002,0,0.0022,6e-4,8e-4,0.0026,6e-4,0
nondiarrheal_control,0.2122,8e-4,4e-4,0.0638,0.0018,0.0048,0.0998,6e-4,2e-4,0.0066,0.001,2e-4,0.0424,8e-4,0.0056,0.1178,0,0.0036,4e-4,0.0012,0.0012,0.0012,0.004,0.0028,0.0016,0.0036,0,0.0126,0
nondiarrheal_control,0.165,0,0,0.012,0.033,0.0128,0.0172,2e-4,0.0598,0.0688,0.0268,0.094,0,0.0254,0.0052,0.0022,0,0.013,2e-4,2e-4,0.0048,0,0.0128,0.001,0.0012,0,8e-4,0,8e-4
nondiarrheal_control,0.1296,0.3052,0.001,0.0152,0.0036,0.0058,0.043,4e-4,0.0204,8e-4,0.0198,0.0202,0.0046,0.005,0,0,0,0,0,0.0016,0.0014,0,0.0078,6e-4,8e-4,2e-4,0,2e-4,4e-4
nondiarrheal_control,0.0038,0.0022,8e-4,0.0014,0.0028,0.0014,0.0014,0.0048,0,6e-4,0.0026,4e-4,0.006,0.0016,0.1046,6e-4,4e-4,4e-4,0.0092,0.0204,2e-4,0.0012,0,4e-4,0.0076,0.0014,0,2e-4,8e-4
nondiarrheal_control,0,0.0032,0.003,0,0,2e-4,0,0.0188,0.1292,0,0,0,0.0122,0,4e-4,0,0.0216,0,0,0,0,0,0,0,0,0.0256,0,0.0554,0
case,0.1338,0,0,0.0418,0,0.0216,0.0254,6e-4,0.0816,0,0.0122,0.0048,0.0044,0.0238,0,0.1256,0.001,4e-4,0.0036,0.0028,0,0.0064,0.0124,0.001,0.0034,0,0.0018,0,0.0074
case,4e-4,0.0082,0.0048,0,6e-4,0,0,0.037,0.1714,0,0,0,0.0092,2e-4,0,0,0.0142,0,2e-4,0,0,2e-4,0,0,0,0.009,0,0.0558,0
nondiarrheal_control,0,0.0374,2e-4,0,6e-4,0.5132,0.07,6e-4,0,0,0,0,0.0718,0,0,0,0.0152,0,0.0424,0.0068,0,0,0,0,0.002,0.0238,0,0.001,0
nondiarrheal_control,0.0028,0.29,0.0822,0.0024,0.204,0.0016,8e-4,0.0544,0,0,0.001,0,0,0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nondiarrheal_control,0.1176,0.055,2e-4,0.0344,0.0036,0.0024,0.0102,0,0.0476,0.0092,0.0142,0.1142,0.0018,0.0088,0.0386,0.004,4e-4,0.002,0.0252,4e-4,0.001,0.009,0.0262,2e-4,0.0018,2e-4,0,8e-4,0
nondiarrheal_control,4e-4,0.2556,0.118,2e-4,6e-4,0,2e-4,2e-4,0.212,0,4e-4,0,0,0,0,0,0,0,0,0,0,0,2e-4,0,0,0,0,0,0
case,0,0,0.255,0,0.4548,0,0,2e-4,0,0,0,0,2e-4,0,0,0,0.0204,0,0,0,0,0,0,0,0,0.019,0,0,0
case,0.1252,0.2968,0.005,0.0516,0.1626,0.0688,0,2e-4,2e-4,0,2e-4,0,0.0042,0.0112,0,0,0.0158,0.0018,0,0,0.002,0,0,0.001,0,0,0,4e-4,0
case,0.0902,0,0,0.018,0,0.082,0.0434,0.0468,0,0.045,0.1238,0.038,0.0216,0.0356,0,0.0154,0,0,0.0062,6e-4,0,0.0404,0.0052,0.0024,0.0326,0.0016,0,0,0.0078
case,0.0732,0.0038,0,0.0924,6e-4,0.0814,0.004,6e-4,0.1032,0.0028,0.0564,0.01,0.0126,0.0776,0,0,0,0,0,0,0,0,0.0092,0.005,0.0068,0.0028,0,0.0058,0.001
case,2e-4,0.2552,0,0.0014,0.0012,2e-4,0.3604,0.004,0.0016,4e-4,6e-4,2e-4,0.0154,2e-4,0,0,0.0088,0.0496,0.0324,0.006,0.0374,0,2e-4,0,0,0.006,0,0,0
case,8e-4,0.1514,0.0014,2e-4,0.0026,4e-4,4e-4,0,4e-4,0.0326,0.001,0,0.0016,2e-4,0,0,0.0224,0.0338,0.002,0.0014,0.0232,0,0,6e-4,0,0.0092,0,8e-4,0
case,0.5748,0.0144,0.0012,0.2076,0,4e-4,0.0134,0,0.001,0,0.1142,2e-4,0.0016,6e-4,0,0,0,0,2e-4,0,2e-4,0,0,0.0068,0,0,0,2e-4,0
case,0.0626,0.138,0.0442,0.0026,0,0.0184,0,0,0,0.0024,0.0502,2e-4,0.02,0.0254,0,0.0058,0.004,4e-4,0.0046,4e-4,0,0.0066,0,0.0054,0.0014,0,2e-4,4e-4,2e-4
case,0.2512,0.0946,0,0.0752,0.0116,0.062,0,0,0,0.002,0,0,0.0176,2e-4,0.136,2e-4,0.0128,0.0044,0,0,0,0,0,0.0038,0,0.003,0,4e-4,0
case,8e-4,0.3086,0.0542,0,0.056,4e-4,0,0.0166,0,0,4e-4,0,0.0806,2e-4,0,2e-4,0.059,0,0.0066,0.1182,0,0.0022,0,0,0,0,0,0,0
case,0.1882,8e-4,4e-4,0.0066,2e-4,0,0,0.001,0.0172,0,0.0762,0.1536,0,0.0776,0.0746,0,0.0702,0,0,0,0,0,0.0044,0.0052,0,0.008,0,0,0
case,0,0.0106,2e-4,0,2e-4,0,0,0.0012,0,0,0,0,0,0,0,0,2e-4,0,0,0.0018,0,2e-4,0,0,0.001,0,0,6e-4,4e-4
case,0.59,0.0168,0.0012,0.2326,0,0,0.0082,0,0,0,0.088,0,0.0066,0,0,0,4e-4,2e-4,0,0,0,0,0,0.004,0,0,0,0,0
nondiarrheal_control,0,0.2052,4e-4,0.0242,0.21,0,0.1716,0.001,0,0,0,0,0.009,0,0,0,0.0038,0.043,0.001,0.021,0,0.0116,0,0,0.0118,0.0084,0,0.006,0
nondiarrheal_control,2e-4,0,2e-4,0,0.0016,0.0018,0.0174,0.0026,0.0754,0,0,0.1126,0,0.0282,0.0508,0.0098,0.0176,0.0938,0,0,0.0116,0.0012,0,0,6e-4,0,0.0294,0,0
nondiarrheal_control,2e-4,0.2182,0.238,0,0.0888,0,0,0.039,0,0,0,0,0.0106,0,0,2e-4,0,0,0,0,0,0,0,0,0,0.052,0,0.0014,0
case,0.0022,0.001,0,8e-4,0.373,0,0,0.017,6e-4,0,0,0.001,0.0408,2e-4,0,0,0.041,0,0,0.0604,0,0,0,0,0,0.02,0,0.011,0
nondiarrheal_control,0.0034,0,0.3878,0,0,0,0,0.0782,0,0,0,0,0,0.4434,0,0,0,0,0,0,0,0,0,2e-4,0,0,0,0,0
case,0.0558,0.0292,0,0.02,4e-4,0.0242,0.009,0,0.049,0.0922,0,0,0.002,0.011,0,0.113,8e-4,6e-4,0.0038,6e-4,0,0.0116,0.0026,0.0078,0.0018,0,0,0.0014,0.0016
case,0.3738,0.019,0.0776,0.0834,0,0.0564,0.01,0,0,0,0.0112,0,8e-4,0.053,0,0,0.002,0,4e-4,6e-4,4e-4,0,0,0.0028,0,0,0,2e-4,0
case,0.0984,0.1104,0.0022,0.0168,0.0852,0.0048,0.0192,0.0012,0.0422,0.006,0.0122,0,0.012,0.0132,0.0052,0.0022,0.0022,0.0034,0.0408,0.0128,0.001,0.032,2e-4,0.0012,0.001,2e-4,8e-4,4e-4,0.001
case,0.0356,0.0052,0,0.0024,0.3248,0.0084,0.0102,0.5158,0,0,0.002,0,0.001,0.0014,0.0024,0.0062,0.002,0,0,2e-4,0,4e-4,0,0.0016,4e-4,0,0,0,0
case,0.1956,0.026,0,0.022,0.0028,0.0146,0.1432,4e-4,0.064,0.0108,0.0378,0,0.0306,0.0644,0.0304,0.007,0,0,2e-4,4e-4,0.019,0.0102,0.0136,0.002,0.0124,4e-4,0.0026,0.0092,0.0012
nondiarrheal_control,6e-4,0.0484,4e-4,0,0.1042,0.3706,0,0,0,0,0,4e-4,0.001,0,0,4e-4,0.0018,0.0186,6e-4,0.0014,0.0052,0,0,0,0.004,0.0058,4e-4,2e-4,0
case,0.0666,0.2638,0.0022,4e-4,2e-4,0,0.0508,0,8e-4,6e-4,0,0.0014,0.0146,6e-4,0,0,0.0076,0,0.001,0.0032,0,8e-4,0,4e-4,0.001,8e-4,2e-4,0.0018,0
case,4e-4,0,0.0334,0,0,0.0672,0.0222,0.0168,2e-4,0,2e-4,0.1202,0.0024,0,0,0,0.0012,0,0,0.0818,0,2e-4,0,0,0.0366,0.0024,0,2e-4,0
case,0.1456,0.144,0.019,0.0054,0,0.0076,0.0094,0,0,4e-4,0.0236,0,0.003,0,0,0.1112,0.0968,0,0.0044,0.007,0,0.0172,0,0.001,0.0172,0.0024,2e-4,0.002,0.0014
nondiarrheal_control,0.2948,0.0112,0.017,0.0492,0.0016,0,0.0764,0,0.1056,0.003,0,0.1532,8e-4,0,0,0,0.035,0.0222,2e-4,2e-4,0.01,0,0,0.0018,0.0024,0.005,0,6e-4,0
nondiarrheal_control,0.3558,0.2508,0,0.0498,0.0012,0,0,0,0.0752,0,0,0,0.0046,0,0,0,0.0062,0.0098,0,0.0254,0.005,0,6e-4,0.0032,0.0124,2e-4,0.0034,0,0
case,4e-4,0.1508,0.0972,0,0.2754,0,0,0.0194,0,0,2e-4,0,0,0,0,6e-4,2e-4,0,2e-4,0,0,0,0,0,0,0,0,0,0
case,0.1704,0.1644,0.0054,0.0392,0.0022,0,0.026,0,0,0,0.0548,4e-4,0.0094,0.0288,0.1864,0,0,0,0,0,0,0.0282,0,0.0014,0.0046,0.0044,0,0,0
case,0.15,0.0332,0.0036,0.0476,0.001,0,0.0232,0,0,0.0436,0,0,0.0042,0,0,0,0.0274,0,0.0048,0.0062,0.003,4e-4,0.031,2e-4,0.0088,0.0012,0,2e-4,0.0094
case,0,0.255,0.0016,4e-4,0.0756,0,0,0,0,0,0,0,0.0266,0,0,0,0,0.0818,0,0,0.001,0,0,0,0.0062,0.01,0,0.0196,0
case,0.227,0.0058,0,0.068,0.0098,0.035,0.0164,0,4e-4,0,0.0406,0,0.0108,0.015,0,0.0276,0.0118,0,0.0018,0.0056,0.0366,4e-4,2e-4,6e-4,0.0026,0,0,0.003,0
case,2e-4,0.2676,0.3182,2e-4,0.0046,8e-4,2e-4,6e-4,2e-4,0,0,0.0016,0.0424,2e-4,2e-4,2e-4,0,0.001,0,0,0.0076,0,0,0,0,0.0132,0,2e-4,0
case,0.0058,0.1722,0,0,0.0506,0.0082,0.0098,0,0.1446,0.0018,0.0126,0.0018,0,0.0122,0,0.0072,0,0,8e-4,0,0.001,4e-4,0.0066,0.001,0,0,0,2e-4,0.001
case,0.0166,0.0038,0.0024,0.0062,2e-4,0.0014,4e-4,0,4e-4,0,0.085,2e-4,0.0388,0.0028,0.0038,0.0034,0.0196,0,0.0412,0.2884,0,0.0854,0,0,8e-4,2e-4,0.0016,0.0106,0
case,0.0016,0,0,2e-4,0.173,2e-4,2e-4,0.0056,0,0,0,2e-4,2e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nondiarrheal_control,0.0344,0,2e-4,0.0014,0,0.096,0.0192,0.1044,0.1166,0,0.1218,0.0086,0.009,0.0358,0.0838,0.0448,0,0,0,0,0,0,0.0038,0,0.005,0.0046,0,2e-4,0.0012
nondiarrheal_control,0.0842,4e-4,0,0.0048,2e-4,0.0048,0.0086,0,0,0.0606,0.0298,0.0028,2e-4,0.0174,0,0.0036,8e-4,0.0012,0,4e-4,0.0068,0.0034,8e-4,0,0.0024,0,0.0032,0,0
nondiarrheal_control,0,0.0026,0.0086,0.0378,0,0,0.0996,0.001,0,0,0.0682,0,0.0382,0.023,0.093,0.1356,8e-4,0,0,0.0082,0.0012,0.0014,0.0034,0,0,0,0,0,0.001
case,0.1684,0.0304,0.0154,0.0308,0,0.009,0.044,0.005,0,0.0178,0,0,0.0028,0.0152,0.007,0.0088,2e-4,0.0012,0.0022,0.0014,0.0036,0.002,0.0188,0.0018,0.0042,0,0.0048,0.001,0
case,0.204,0,0,0.0804,0,0.0502,0.0114,0.0272,0,0,0.0124,0.149,2e-4,0.01,0,0,0,0,0,0,0,0,0,0.003,0,0,2e-4,0,0
case,0,0.1452,0.0288,0,0.0012,0,0,0,0,0,0,0,0.0186,0,0,0,0.0022,0,0.0026,0,0,0,0,0,0,0.0044,0,4e-4,0
nondiarrheal_control,0.0042,0.0564,0.0086,0,0.0112,0.456,0,2e-4,0,0.04,0,0,0.0046,2e-4,0,0,0.0292,0.0856,6e-4,0,0,0,0,0,0,0.0026,0,2e-4,0
case,0.1666,0.0114,0.003,0.0518,0.085,0.0316,0.0348,0.0012,0,0,0,0,0.014,0.0688,0.0598,0.0168,0.0256,0,0,0.0168,0.0142,0.055,0,0.002,0.0244,2e-4,0,0,0.0076
